track_id,track_popularity,track_name,duration_ms,track_album_name,track_album_id,track_artist,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,time_signature,popularity_class,speechiness,danceability,energy,instrumentalness,valence,key,tempo,loudness,acousticness,liveness
5e6x5YRnMJIKvYpZxLqdpH,23,Fortunate Son,138053,The Long Road Home - The Ultimate John Fogerty / Creedence Collection,4A8gFwqd9jTtnsNwUu3OQx,Creedence Clearwater Revival,14/12/05,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic,4,low,0.0393,0.636,0.746,0.29,0.432,0,132.31,-3.785,0.0648,0.173
5FqYA8KfiwsQvyBI4IamnY,53,Jump - 2015 Remaster,241600,The Collection,2c965LEDRNrXXCeBOAAwns,Van Halen,27/3/15,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic,4,low,0.0317,0.572,0.835,0.000377,0.795,0,129.981,-6.219,0.171,0.0702
5LNiqEqpDc8TuqPy79kDBu,55,Edge of Seventeen - 2016 Remaster,329413,Bella Donna (Deluxe Edition),3S404OgKoVQSJ3xXrDVlp8,Stevie Nicks,4/11/16,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic,4,low,0.0454,0.591,0.804,5.98E-06,0.658,0,111.457,-7.299,0.327,0.0818
78MI7mu1LV1k4IA2HzKmHe,64,Dream A Little Dream Of Me - Single Version,185160,"Love, Ella",1y5KGkUKO0NG32MhIIagCA,"Ella Fitzgerald, Louis Armstrong",3/5/07,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.101,0.443,0.104,0,0.394,0,76.474,-17.042,0.913,0.191
6MN6yRVriszuyAVlyF8ndB,62,Coffee Cold,205720,Shapes of Rhythm/Woman Is Sweeter,6f4b9wVTkKAf096k4XG6x5,Galt MacDermot,1/1/00,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0298,0.685,0.472,0.284,0.475,9,80.487,-9.691,0.785,0.224
2dR5WkrpwylTuT3jRWNufa,61,Fly Me To The Moon,147147,Ultimate Sinatra,7gmak9ZGm10y4PtZa9SBQn,"Frank Sinatra, Count Basie",17/4/15,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0566,0.67,0.365,0,0.45,0,119.347,-10.158,0.525,0.0575
33jt3kYWjQzqn3xyYQ5ZEh,60,Cheek To Cheek,354533,The Complete Ella And Louis On Verve,2uqlkJu6vckJahCsp6Hfcn,"Ella Fitzgerald, Louis Armstrong",20/5/97,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0914,0.663,0.264,0,0.657,0,122.482,-14.571,0.706,0.1
1xUJ1mdLAysxNBtO9w3J2g,55,Stompin At The Savoy,195533,B. G. In Hi Fi,33oCBSZiLbfqyOnTTQ4Tct,Benny Goodman,1/1/90,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0373,0.525,0.222,0.0799,0.645,10,156.364,-11.065,0.836,0.051
3GOZbK2epuHzCt5YvvVFHO,54,Alone Together - Rudy Van Gelder Remaster 2006,190400,Quiet Kenny,4B0pF1WLB3pCaZ4eTx5U8S,Kenny Dorham,1/1/92,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0363,0.336,0.0619,0.891,0.197,5,60.705,-20.494,0.985,0.11
1CDBaGlisZlOJzvx88lL8A,53,Song For My Father,438280,Song For My Father,4LEnATSqKeANOJ0mLUAuCE,Horace Silver,1/1/99,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0407,0.742,0.671,0.00441,0.591,5,127.359,-8.142,0.794,0.122
6rK27cC9hX0e1Chrnxo9Vn,53,My Romance - Remastered 2006,252947,Boss Tenor (RVG Remasters / Remastered 2006),04l5TDoVZFNPvExGNdVjOj,Gene Ammons,21/3/06,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,3,low,0.0537,0.519,0.0422,0.929,0.397,1,130.436,-10.778,0.966,0.124
2xm9ihELo6xwrRKrBbPql9,53,Body and Soul,182360,Body & Soul,6Ieo4Lrku0sQ63Pd9G8j3L,Coleman Hawkins,21/5/96,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0569,0.659,0.113,0.88,0.738,10,95.063,-16.756,0.976,0.179
7ysmJhXFQtiBQlk6EZ6sks,52,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,295200,Look Out! (Remastered),21YbbJrVCRQIxB5W2EKIbr,Stanley Turrentine,1/1/07,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0336,0.505,0.159,0.0127,0.196,7,59.385,-11.235,0.946,0.212
72PqmnVj86bfTnkFiQ9Mx9,50,Where We Used to Live,267173,Tuesday Wonderland,1FXFyWXLIdOVgjR0MaRa9y,Esbjörn Svensson Trio,22/9/06,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0336,0.517,0.0917,0.629,0.0836,0,95.068,-18.395,0.876,0.108
1czzmAtPTw287TyMQEfCfg,49,Ruby My Dear,372493,Approaching Standards,1OGhqJimAFVAtyX7PKbakD,Roy Hargrove,16/8/94,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0331,0.412,0.195,0.709,0.0778,8,133.918,-10.288,0.9,0.106
1ZXu0ib26kWfQQngREMcU2,49,Giant Steps - 2020 Remaster,287844,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster],4jTDjHLMFCHWrjuP1qmCf4,John Coltrane,18/9/20,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.06,0.417,0.42,0.00111,0.517,0,147.143,-13.046,0.186,0.185
1GZD0TZJHmdQaZsucHBmWT,49,Besame Mucho,354573,On Time,5LiPzuR79DTTmyROUm2luC,Dave Brubeck,2/4/01,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,4,low,0.0627,0.517,0.273,0.774,0.321,10,63.423,-17.279,0.866,0.979
2qswPLZD9CbUoSidGNyxwm,49,It Ain't Necessarily So,280481,Gilles Peterson - Magic Peterson Sunshine,6VflpBTIdO5wvutZII2Grw,Mary Lou Williams,15/4/16,Jazz Classics,37i9dQZF1DXbITWG1ZJKYt,jazz,classic,3,low,0.0321,0.477,0.237,0.901,0.178,4,126.222,-17.115,0.947,0.0974
4SFBV7SRNG2e2kyL1F6kjU,60,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",139307,Piano Book (Deluxe Edition),1XORY4rQNhqkZxTze6Px90,"Johann Sebastian Bach, Lang Lang",29/3/19,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0446,0.234,0.126,0.896,0.216,0,133.998,-25.427,0.989,0.102
3zLTPuucd3e6TxZnu2dlVS,63,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",212067,"Für Elise, Bagatelle No. 25 in A Minor, WoO 59",230jpjk9w7MGupNMMvXoaN,"Ludwig van Beethoven, Igor Levit",2015,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0446,0.289,0.0306,0.911,0.118,9,125.61,-30.79,0.987,0.102
0jOnZhF75V68VsBObWx2XO,65,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",174267,Songs from the Arc of Life,2y85NsbsBnGTXcXgHpj3PD,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",18/9/15,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0442,0.169,0.0161,0.86,0.0573,9,128.143,-31.034,0.986,0.0805
1upQiytDIEZfl9ItruoXuC,63,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",207267,Handel Sarabande,657D9POYWMrDMK9MWNxPHL,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",2002,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0606,0.0939,0.0336,0.83,0.0516,2,67.359,-24.041,0.927,0.0954
1cmigB9I6IRpFqjIbzvSQB,65,"Suite bergamasque, L. 75: III. Clair de lune",294960,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",4Ll3RGpn0eVY6MMKPTP99C,"Claude Debussy, Alice Sara Ott",27/7/18,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,5,low,0.0455,0.32,0.00501,0.919,0.0383,1,68.947,-33.366,0.993,0.0618
5fdp9rXfEixCGLM1Og4EN1,62,Gnossienne No. 1,296480,Gnossienne No. 1,4ZWDD7tNRRMB2eO4B5LsJh,"Erik Satie, Alena Cherny",2013,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0576,0.376,0.00579,0.944,0.0369,5,71.827,-31.615,0.996,0.0882
1n9741DApqn5gvuxhgerCt,51,Tales of Hoffmann: Barcarolle,215240,"I don't like classical music, but I really like this!",72eREPpDWnlR5o2hUExugS,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",13/6/14,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0341,0.168,0.256,0.175,0.134,2,90.072,-15.549,0.932,0.384
0cqcRqZgkNHanWQ8slYA0v,55,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,583293,Mahler: Symphony No. 5,2xhhbZySK489esUAtrs65j,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",14/8/98,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0471,0.0783,0.0523,0.945,0.0327,5,82.015,-23.247,0.896,0.0806
0k6P9cdEA9K3k0ASde2Kof,53,Rodrigo: Concierto de Aranjuez: II. Adagio,640267,Aranjuez,2K6XjvDKO2HTCDqGZkph9e,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",2/10/20,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0437,0.253,0.098,0.862,0.062,11,84.865,-19.878,0.93,0.122
4rrrn8OLrttq7r9RgNXalU,60,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",644273,Rachmaninov: Piano Concerto No.2,5lVqgXqdoIH3W1wUM2hzPx,"Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",1/1/12,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0366,0.194,0.0545,0.945,0.0385,4,140.966,-24.877,0.983,0.0551
3GecLjGMqzjmgkvy2v41Wf,53,"Ständchen in D Minor (After Schubert), S. 560",357747,Liszt,12TLeKJv0q5fnF2obaf6Is,"Franz Liszt, Lise de la Salle",23/8/11,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,1,low,0.0388,0.341,0.0142,0.921,0.0384,2,76.382,-28.293,0.993,0.113
2u9VGZmVz7Rm01SfDgzcfA,60,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",293147,Liszt - My Piano Hero,39Hh5k01di42nUCLn8Wxqu,"Franz Liszt, Lang Lang",25/7/11,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0406,0.279,0.0292,0.902,0.0338,8,136.732,-26.804,0.987,0.104
4FycxLfl7H5CQnqw9J6LXZ,58,Palladio: 1. Allegretto (arr. for Strings Orchestra),226880,Quirk,1EICPBWv4fDj3sy3vn6p0y,"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",2008,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0419,0.53,0.339,0.874,0.0719,2,90.041,-16.973,0.567,0.102
3DNRdudZ2SstnDCVKFdXxG,68,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",315427,"Beethoven: Piano Sonatas, Vol.3",4bNwPPpk01D8pVV9IFSBde,"Ludwig van Beethoven, Paul Lewis",25/9/07,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0432,0.184,0.00527,0.887,0.151,1,170.612,-37.264,0.995,0.173
2mRUmSG3XGjFloqgAT2UJN,49,Eine kleine Nachtmusik K. 525: Allegro,352000,Mozart: Eine Kleine Nachtmusik,4XtXDGPvBn9DMDWuqZ0uX9,"Wolfgang Amadeus Mozart, Andrew Watkinson",1998,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.039,0.366,0.139,0.913,0.31,7,139.478,-19.978,0.885,0.0725
04eShjKTWijeJJqGnhxpYK,57,Scheherazade: The Tale of the Kalendar Prince,200360,Rimsky-Korsakov: Scheherezade,3QXtNXmOyrOfZ2mWG4rw9v,"Nikolai Rimsky-Korsakov, Lars Hjalmar Joakim",1/2/99,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.049,0.235,0.0639,0.603,0.0781,11,120.736,-24.404,0.962,0.466
2MSgFefjK0T7Iwjvr3OKqV,65,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",259493,"Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo",3hW1TEeZRJ01XycQFABjj9,"Frédéric Chopin, Mikhail Pletnev",1/1/00,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0509,0.225,0.0047,0.881,0.186,1,163.665,-30.928,0.992,0.0722
3QqPgzOcv9titKufFR0gsQ,44,"Piano Concerto No. 3 in C, Op. 26: 1. Andante - Allegro",564640,Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3,5hOFetItodSTqXX2uKz5Pa,"Sergei Prokofiev, Behzod Abduraimov, Orchestra Sinfonica Nazionale Della RAI, Juraj Valcuha",1/1/14,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0349,0.353,0.254,0.859,0.0986,0,133.808,-16.205,0.948,0.0843
30bQxViotttoZ7x2iUP2L9,47,"Zadok the Priest (Coronation Anthem No. 1, HWV 258)",323427,Handel: Coronation Anthems; Concerti a Due Cori,7Gi7VwRTgcVL9jKilHtztX,"George Frideric Handel, Trevor Pinnock, The English Concert, Simon Preston, The Choir Of Westminster Abbey",1/1/95,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0389,0.374,0.178,0.0235,0.148,1,95.839,-15.758,0.92,0.0754
5xbuJuQsTVheVZvX2AJVIv,62,Spring 1 - 2012,151507,"Recomposed By Max Richter: Vivaldi, The Four Seasons",5yuG2LEkf7QA9ZGIXldCmy,"Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder",1/1/14,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0418,0.701,0.341,0.903,0.163,1,105.513,-12.26,0.499,0.359
4d1ZlOcZYFcjqNJ5VdautO,45,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Radio Edit",769213,"Grieg: Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato (Radio Edit)",0WSePQx9rAMua5bZ3OZs5d,"Edvard Grieg, Alexandra Dariescu, Philharmonia Orchestra, Tianyi Lu",16/7/24,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0399,0.307,0.0851,0.872,0.0388,9,129.103,-20.471,0.968,0.101
1ISbc05WTtcVh7q7QOXuu4,47,William Tell Overture,184320,"I don't like classical music, but I really like this!",72eREPpDWnlR5o2hUExugS,"Gioachino Rossini, Arthur Fiedler, Boston Pops Orchestra",13/6/14,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.062,0.323,0.682,0.647,0.646,4,169.325,-10.208,0.763,0.127
7e8ZbMDwjdbUHWsoMOlZCd,46,"Bizet: Carmen, WD 31: Prélude",213693,Bizet: Carmen,249X9ZjhWATM2KlkcCh9pt,"Georges Bizet, Michel Plasson, Orchestre National Du Capitole De Toulouse",25/2/03,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0348,0.263,0.27,0.865,0.228,2,129.095,-16.85,0.876,0.0562
1CSaCKPIp2yCIDL3t7Fyau,55,Barber: Adagio for Strings,537427,Samuel Barber - Adagio,4zW79KZjDenZMLXSGU0Mqu,"Samuel Barber, Sir Simon Rattle, Berliner Philharmoniker",18/1/10,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0488,0.102,0.0733,0.859,0.0308,10,73.954,-24.133,0.974,0.28
0S0YKiEdR9cT9pYgEaTevF,49,O Magnum Mysterium: O magnum mysterium,415800,Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses,2KpDg5XbaWzQWepVfDpefT,"Morten Lauridsen, Chamber Choir Of Europe, Nicol Matt",1/1/06,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0567,0.0623,0.0116,0.445,0.0331,2,65.057,-27.893,0.991,0.0816
2nVt0n0aSj3AwZjakMvDHX,44,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,592040,Khachaturian: Spartacus and Gayaneh highlights etc,63PTC3GOG8kFdMthv7iXg8,"Aram Khachaturian, London Symphony Orchestra",2/7/07,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.039,0.165,0.106,0.782,0.0336,8,105.651,-21.742,0.807,0.105
4Dcm4KMuDz0l01weeSpD4J,45,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),642573,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,7EvHAkgN8py1HEVvUtszxy,"Alexander Borodin, Angelina Shvachka, Dmytro Popov, Mykola Koval, Taras Shtonda, Mykola Hobdych, Kiev Chamber Choir, Ukraine National Radio Symphony Orchestra, Theodore Kuchar",1/8/05,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0385,0.292,0.246,0.525,0.0859,2,109.766,-14.96,0.922,0.107
3ynbqSi0Z7e3FdcZrhOnQC,43,"Pelléas et Mélisande Suite, Op. 80: III. Sicilienne. Allegretto molto moderato",246360,"Fauré: Pelléas et Mélisande Suite, Op. 80: III. Sicilienne. Allegretto molto moderato",67DGWJ9ypKs6NPnENGGY0Q,"Gabriel Fauré, Berliner Philharmoniker, Daniel Barenboim",23/8/24,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,5,low,0.0434,0.114,0.0175,0.846,0.0928,3,56.479,-33.957,0.923,0.12
3MGdBHevIGU82NqTM2S1PF,46,"String Quintet in E Major, G. 275: III. Menuetto",204000,Classical Hits,0eKd0WGHFP7flkzOuoEgMc,"Luigi Boccherini, Orpheus Chamber Orchestra",1/1/93,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0443,0.466,0.0113,0.0257,0.486,9,111.541,-34.2,0.939,0.0924
3Yf8ais15iSDj9i0at2fOC,43,Piano Concerto in One Movement: Adagio cantabile,371667,Price: Piano Concerto in One Movement: Adagio cantabile,7ICuukmLLzvOAgrHzvHGOh,"Florence Beatrice Price, Jeneba Kanneh-Mason, Chineke! Orchestra, Leslie Suganandarajah",28/4/23,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,5,low,0.0365,0.154,0.0287,0.896,0.0386,2,76.618,-26.958,0.984,0.131
3MRQn2RYo2VLYMoStnLRxu,55,"Ravel: Pavane pour une infante défunte, M. 19",346587,Ravel: Complete Works for Solo Piano,5Ui8Uj9oHn2yT7Duo0welM,"Maurice Ravel, Bertrand Chamayou",15/1/16,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0644,0.491,0.0176,0.927,0.0901,4,125.793,-26.911,0.994,0.0985
0xX7kREWmOGBWzYNcpZwRN,48,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",364093,French Impressions,5FUPAG4ZjlOSJf0t3uITB7,"César Franck, Joshua Bell, Jeremy Denk",6/1/12,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0488,0.25,0.135,0.0349,0.179,9,94.404,-18.615,0.958,0.0477
419qlOGNXoyICx4jO0hqaj,53,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",174653,Rachmaninov Variations,7lj4fT2SzKOFw8rvSrVivF,"Sergei Rachmaninoff, Daniil Trifonov, Philadelphia Orchestra, Yannick Nézet-Séguin",28/8/15,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0327,0.205,0.0525,0.906,0.0511,1,88.316,-23.841,0.98,0.103
4wudbbceOZKjRlhTtbHvAs,47,Spiegel im Spiegel - Version for Violin and Piano,636000,Arvo Pärt: Alina,69iw6Zy6fh2dSnEgBTZKJE,"Arvo Pärt, Vladimir Spivakov, Sergej Bezrodny",15/10/99,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,3,low,0.0384,0.176,0.006,3.24E-05,0.0383,5,71.477,-42.238,0.899,0.105
52GmHO5DikTIKc3yBmTTT1,38,"Symphony No. 8 in B Minor, D. 759 ""Unfinished"": I. Allegro moderato",906000,"Schubert: Symphony No.8 ""Unfinished""; Symphony No.9 ""Great""",2nFVSsVHVJtGAnw37l8hwC,"Franz Schubert, Wiener Philharmoniker, Josef Krips",1/1/97,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0387,0.1,0.0354,0.865,0.0426,11,73.968,-17.211,0.901,0.125
2OHnoGjn6X6kDwzO7Rw0Y9,43,The Sorcerer's Apprentice,577440,Fantasia 2000,2whukRzuzg6VUBKkcEKfJp,"Paul Dukas, Philharmonia Orchestra",1/1/99,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0597,0.351,0.206,0.255,0.0839,1,130.415,-22.657,0.797,0.0738
23if4cvw0UI7c8Uc5OOvss,43,"The Marriage of Figaro Overture, KV 492",260693,Mozart: Marriage of Figaro Overture - Magic Flute Overture - Abduction from the Seraglio Overture,01mjP8kk8EVXDKOZM5342V,"Wolfgang Amadeus Mozart, London Philharmonic Orchestra, Alfred Scholz",1/1/09,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0367,0.311,0.123,0.898,0.203,2,141.485,-19.708,0.931,0.178
57RRXysNvNZl8f5KPwEvuU,44,"Petite Suite de Concert, Op. 77: III. Un sonnet d'amour",220000,"Coleridge-Taylor: Petite Suite de Concert, Op. 77: III. Un sonnet d'amour",0I1imAdheexQgRTs6t7Hg2,"Samuel Coleridge-Taylor, Chineke! Orchestra, Anthony Parnther",29/7/22,Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,classical,essential,4,low,0.0449,0.234,0.0251,0.202,0.04,9,126.31,-28.627,0.937,0.101
3MsEJbnW0SYWNzQ6D1j5Xm,61,Back on the Road (feat. Lil Wayne),146055,The Crossroads,7oZOlyOhZSUn1zfojIzMHR,"Cordae, Lil Wayne",15/11/24,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,hip-hop,modern,4,low,0.251,0.872,0.674,0,0.357,2,135.975,-5.831,0.17,0.104
2JapCT0xikq6Fy1PQiJz1C,68,The Viper,150997,The Viper,3cQR7hyzZEbwAESuPEu8qR,BabyChiefDoit,20/9/24,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,hip-hop,modern,4,low,0.264,0.652,0.831,0,0.648,10,139.905,-5.972,0.0111,0.269
1haa8GXT0cl9wzRnpZG0YH,68,"Bent (with Kyle Richh, Jenn Carter & TaTa)",171198,41 World: Not The Album,1xfZEllNKEGORjebzxus4t,"41, Kyle Richh, Jenn Carter, TaTa",17/11/23,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.277,0.848,0.632,0,0.253,2,123.987,-7.381,0.398,0.282
2bPI4TKM4oTxl2SijUXM2J,56,AHHH HA,186538,7220,0vRN2oePynCSTspdY9NDsM,Lil Durk,11/3/22,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.273,0.676,0.61,1.73E-06,0.519,1,156.005,-9.185,0.000114,0.191
47ePKoUVfNVUZKtzpqLF0y,24,Floridaboiii,166226,One Way,2sLLqcLa7s8C9PxSIlDup9,Yung Rich Cuban,3/6/22,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.565,0.874,0.48,0,0.563,11,84.098,-12.092,0.033,0.11
0EZbyAbK3nAoqjJPVtlJfD,21,Legend,197512,The Side Effects of The Sun,68ouMukuiIvlDyUOzWzRlB,"Venture Klan, Tacitoak, Li Pierre",1/10/24,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.295,0.504,0.939,0,0.42,1,157.916,-7.434,0.0628,0.41
1Y5Jvi3eLi4Chwqch9GMem,66,Super Gremlin,200548,Back For Everything,7sX9VE0I4zbslanrLXR5aR,Kodak Black,25/2/22,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.144,0.825,0.414,0,0.106,2,72.993,-6.634,0.00265,0.357
2EdTP3jUWOd9S9K3JWdPSk,16,OverSeas,142000,OverSeas,1usLy1xeHrsQfBnvfAfAZW,Nosy!,30/9/24,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,3,low,0.0386,0.735,0.569,0.000163,0.263,9,148.014,-10.35,0.00189,0.11
5WeEwnUVUiAOPcFyujsqQu,19,U Can't Do That,96052,U Can't Do That,7dKAguMKAnTlYfEsOV9zlR,IZZY MEOCK,3/7/24,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.308,0.586,0.875,0,0.75,7,181.884,-5.07,0.166,0.474
3Sjbcmz4uczwee7uzr7R61,15,sharktale,130000,sharktale,5i4QbGDEy0q8LF1ITCcsSu,Sopperior,7/11/24,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.092,0.601,0.883,0,0.27,8,156.999,-1.627,0.00088,0.184
2ZRdQMMKtmPLdYp9aP5cK5,62,Hawk Em,118800,Meet The Woo,6d1vGZsr6Uy3h9IigBpPAf,Pop Smoke,26/7/19,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.222,0.68,0.607,1.39E-05,0.506,2,141.992,-5.523,0.264,0.354
7kQUdVjev73xIuwu7W6YW9,64,Welcome To Brixton,180000,Welcome To Brixton,2cJGDIj1sw0CRisyitZqdQ,SR,27/11/20,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.437,0.89,0.455,0,0.897,2,138.988,-10.226,0.158,0.153
7CDzNPH7c38MN47oLJFllv,16,Japanese Steel - Eerie Remix,213526,Japanese Steel,5afZd1phwTmwyYYgFcI9MV,Ollie Twist,16/7/24,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.211,0.753,0.837,0,0.479,7,95.011,-8.207,0.0232,0.239
2IT0T0EqPaUxasjl2o8J2G,55,Christopher Walking,190680,Meet The Woo 2,4MZnolldq7ciKKlbVDzLm5,Pop Smoke,7/2/20,Gangster Rap,6mODZNt8CYYEBrWAyS5vs4,hip-hop,gangster,4,low,0.244,0.772,0.744,0,0.764,6,140.99,-5.108,0.0114,0.066
